text,font,size,spacing,length,word_count,is_bold,ends_with_punct,is_upper,is_title_case,starts_with_number,relative_y,line_number,page,pred
"communication, and to ensure meaningful opportunities for stakeholder input into decision-",ArialMT,9.960000038146973,11.523712158203123,90,11,0,0,0,0,0,0.4175720600166706,15,10,Paragraph
making;,ArialMT,9.960000038146973,11.523712158203123,7,1,0,1,0,0,0,0.4321222016305635,16,10,Paragraph
2.3 recruiting and managing the business planner(s);,ArialMT,9.960000038146973,11.523712158203123,52,7,0,1,0,0,1,0.4466723432444562,17,10,Paragraph
"2.4 defining terms of reference and resource parameters for business planner(s), and authorizing",ArialMT,9.960000038146973,11.404205322265623,96,13,0,0,0,0,1,0.4610715923887311,18,10,Paragraph
expenditures;,ArialMT,9.960000038146973,11.523712158203123,13,1,0,1,0,0,0,0.4756217340026239,19,10,Paragraph
2.5 serving as a focus group for business planner(s) to test ideas;,ArialMT,9.960000038146973,11.523712158203123,67,12,0,1,0,0,1,0.4901718756165167,20,10,Paragraph
2.6 providing signoff for business planner(s) at key decision points of business plan development;,ArialMT,9.960000038146973,11.523712158203123,98,14,0,1,0,0,1,0.5047220172304095,21,10,Paragraph
"2.7 securing commitment from library, government, and institutional stakeholders for implementation",ArialMT,9.960000038146973,11.523712158203123,99,11,0,0,0,0,1,0.5192721588443024,22,10,Paragraph
of the business plan;,ArialMT,9.960000038146973,11.523712158203123,21,4,0,1,0,0,0,0.5338223004581952,23,10,Paragraph
2.8 presenting the business plan to funders,ArialMT,9.960000038146973,11.404205322265623,43,7,0,0,0,0,1,0.54822154960247,24,10,Paragraph
2.9 undertaking advocacy efforts to promote the ODL to the broader communities including library,ArialMT,9.960000038146973,11.523712158203123,96,14,0,0,0,0,1,0.5627716912163628,25,10,Paragraph
and education communities.,ArialMT,9.960000038146973,11.523712158203123,26,3,0,1,0,0,0,0.5773218328302557,26,10,Paragraph
3. Membership,Arial-BoldMT,9.960000038146973,22.9677734375,13,2,1,0,0,1,1,0.6063215467664931,27,10,Paragraph
"Each of the four sectors, Schools, Colleges, Universities, and Public Libraries can appoint up to two",ArialMT,9.960000038146973,22.987701416015625,101,16,0,0,0,0,0,0.6353464222917653,28,10,Paragraph
representatives to the steering committee,ArialMT,9.960000038146973,11.523651123046877,41,5,0,0,0,0,0,0.6498964868410669,29,10,Paragraph
3.1 Schools:,ArialMT,9.960000038146973,23.0374755859375,12,2,0,1,0,1,1,0.6789842085404829,30,10,Paragraph
- Ontario School Library Association (OSLA) and The Association of Library Consultants and,ArialMT,9.960000038146973,11.523681640625,90,13,0,0,0,0,0,0.6935343116220801,31,10,Paragraph
Coordinators of Ontario (TALCO)  ( Executive Council of OSLA to name representative in,ArialMT,9.960000038146973,11.2847900390625,86,13,0,0,0,0,0,0.7077827838936237,32,10,Paragraph
consultation with TALCO ),Arial-ItalicMT,9.960000038146973,11.523681640625,25,4,0,0,0,0,0,0.7223328869752209,33,10,Paragraph
3.2 Universities:,ArialMT,9.960000038146973,11.6431884765625,17,2,0,1,0,1,1,0.7370338825264362,34,10,Paragraph
- Ontario Council of University Libraries (OCUL) ( OCUL to name ),ArialMT,9.960000038146973,11.404296875,65,12,0,0,0,0,0,0.7514332472675979,35,10,Paragraph
3.3 Colleges:,ArialMT,9.960000038146973,11.6431884765625,13,2,0,1,0,1,1,0.7661342428188131,36,10,Paragraph
"- Bibliocentre, and Heads of Libraries and Learning Resources (UAG and HLLR to name )",ArialMT,9.960000038146973,11.4041748046875,85,15,0,0,0,0,0,0.7805334534307923,37,10,Paragraph
3.4 Public libraries:,ArialMT,9.960000038146973,11.523681640625,21,3,0,1,0,0,1,0.7950835565123895,38,10,Paragraph
"- Administrators of Medium-sized Public Libraries of Ontario (AMPLO), Administrators of Rural",ArialMT,9.960000038146973,11.5238037109375,93,12,0,0,0,0,0,0.8096338137231692,39,10,Paragraph
"Urban Public Libraries of Ontario (ARUPLO), Administrators of Small Public Libraries of",ArialMT,9.960000038146973,11.523681640625,87,12,0,0,0,0,0,0.8241839168047664,40,10,Paragraph
Ontario (ASPLO) and Chief Executives of Large-sized Public Libraries of Ontario (CELPLO),ArialMT,9.960000038146973,11.523681640625,88,12,0,0,0,0,0,0.8387340198863636,41,10,Paragraph
"( Executives of AMPLO, ARUPLO, ASPLO and CELPLO to name )",ArialMT,9.960000038146973,11.4041748046875,57,11,0,0,0,0,0,0.8531332304983428,42,10,Paragraph
RFP: To Develop the Ontario Digital Library Business Plan,Arial-BoldItalicMT,7.559999942779541,57.08660888671875,57,9,1,0,0,0,0,0.9252122821229876,43,10,Paragraph
March 2003,Arial-BoldItalicMT,7.559999942779541,0.0,10,2,1,0,0,1,0,0.9252122821229876,44,10,Paragraph
11,Arial-BlackItalic,9.0,-1.51824951171875,2,1,0,0,0,0,1,0.923295300416272,45,10,Paragraph
11,Arial-BlackItalic,9.0,0.2430419921875,2,1,0,0,0,0,1,0.9236021716185292,46,10,Paragraph
11,Arial-BlackItalic,9.0,0.0,2,1,0,0,0,0,1,0.9236021716185292,47,10,Paragraph
11,Arial-BlackItalic,9.0,-0.2430419921875,2,1,0,0,0,0,1,0.923295300416272,48,10,Paragraph
3.5 Ontario Library Association representative (ex-officio)  ( OLA to appoint one representative ),ArialMT,9.960000038146973,0.0,98,13,0,0,0,0,1,0.0889426722671046,0,11,Paragraph
- Role of the OLA ex-officio member: To act as a liaison between the steering committee and,ArialMT,9.960000038146973,11.643310546875,91,17,0,0,0,0,0,0.1036438219475023,1,11,Paragraph
"the OLA Board, and to assist the chair with the administrative responsibilities connected with",ArialMT,9.960000038146973,11.52374267578125,94,14,0,0,0,0,0,0.1181940020936908,2,11,Paragraph
"the preparation of the business plan, finance, and communications.",ArialMT,9.960000038146973,11.4041748046875,66,9,0,1,0,0,0,0.1325932127056699,3,11,Paragraph
"3.6 It is anticipated that as planning for the ODL evolves, the Steering Committee may, at its",ArialMT,9.960000038146973,23.0374755859375,94,17,0,0,0,0,1,0.161680934405086,4,11,Paragraph
"discretion, call on invited experts to advise on issues as required.",ArialMT,9.960000038146973,11.52374267578125,68,11,0,1,0,0,0,0.1762311145512744,5,11,Paragraph
4. Appointment Criteria and Process,Arial-BoldMT,9.960000038146973,22.9677734375,35,5,1,0,0,0,1,0.2052308284875118,6,11,Paragraph
4.1,ArialMT,9.960000038146973,23.59521484375,3,1,0,0,0,0,1,0.2350227664215396,7,11,Paragraph
Groups and organizations named in Section 3 above are responsible for appointing up to two,ArialMT,9.960000038146973,0.0,90,15,0,0,0,0,0,0.2350227664215396,8,11,Paragraph
representatives to the Steering Committee.,ArialMT,9.960000038146973,12.00177001953125,42,5,0,1,0,0,0,0.2501765164462002,9,11,Paragraph
4.2,ArialMT,9.960000038146973,24.00360107421875,3,1,0,0,0,0,1,0.2804840935601128,10,11,Paragraph
Desired characteristics for steering committee appointees include:,ArialMT,9.960000038146973,0.0,66,7,0,1,0,0,0,0.2804840935601128,11,11,Paragraph
•,Symbol,9.960000038146973,24.7705078125,1,1,0,0,0,0,0,0.3117599872627644,12,11,Paragraph
Strategic thinkers;,ArialMT,9.960000038146973,-0.64739990234375,19,2,0,1,0,0,0,0.3109425631436435,13,11,Paragraph
•,Symbol,9.960000038146973,12.88824462890625,1,1,0,0,0,0,0,0.3272155992912524,14,11,Paragraph
Committed to the concept of multi-sector partnerships;,ArialMT,9.960000038146973,-0.64739990234375,54,7,0,1,0,0,0,0.3263981751721315,15,11,Paragraph
•,Symbol,9.960000038146973,12.768707275390623,1,1,0,0,0,0,0,0.3425202803178267,16,11,Paragraph
Knowledgeable about digital libraries and resources;,ArialMT,9.960000038146973,-0.64739990234375,52,6,0,1,0,0,0,0.3417028561987058,17,11,Paragraph
•,Symbol,9.960000038146973,12.88824462890625,1,1,0,0,0,0,0,0.3579758923463147,18,11,Paragraph
Knowledgeable about government structures;,ArialMT,9.960000038146973,-0.64739990234375,42,4,0,1,0,0,0,0.3571584682271938,19,11,Paragraph
•,Symbol,9.960000038146973,12.768707275390623,1,1,0,0,0,0,0,0.373280573372889,20,11,Paragraph
Respected by their communities; influential;,ArialMT,9.960000038146973,-0.64739990234375,44,5,0,1,0,0,0,0.3724631492537681,21,11,Paragraph
•,Symbol,9.960000038146973,12.768707275390623,1,1,0,0,0,0,0,0.3885852543994634,22,11,Paragraph
Able to take a consultative approach;,ArialMT,9.960000038146973,-0.64739990234375,37,6,0,1,0,0,0,0.3877678302803425,23,11,Paragraph
•,Symbol,12.0,12.807891845703123,1,1,0,0,0,0,0,0.403939410893604,24,11,Paragraph
Able to devote time to Steering Committee business: approximately one day per month for,ArialMT,9.960000038146973,1.412994384765625,87,14,0,0,0,0,0,0.4057234947127525,25,11,Paragraph
meetings plus 2-3 working days per month on related activities .,ArialMT,9.960000038146973,11.006988525390623,64,11,0,1,0,0,0,0.4196212074973366,26,11,Paragraph
5. Term,Arial-BoldMT,9.960000038146973,25.64251708984375,7,2,1,0,0,1,1,0.4519981230148161,27,11,Paragraph
Expected term on the Steering Committee is the time required to complete development of the,ArialMT,9.960000038146973,23.107208251953125,91,15,0,0,0,0,0,0.4811738910097064,28,11,Paragraph
business plan plus two months. This process is expected to take approximately 6 months.,ArialMT,9.960000038146973,11.404205322265623,87,14,0,1,0,0,0,0.4955731401539812,29,11,Paragraph
6. Chair,Arial-BoldMT,9.960000038146973,22.9677734375,8,2,1,0,0,1,1,0.5245728540902186,30,11,Paragraph
Chair will be appointed by the Board of the Ontario Library Association.,ArialMT,9.960000038146973,23.107208251953125,72,12,0,1,0,0,0,0.5537486220851089,31,11,Paragraph
Role of the Chair:,ArialMT,9.960000038146973,25.19879150390625,18,4,0,1,0,0,0,0.5855652780243845,32,11,Paragraph
In addition to the characteristics for appointees (4.2) the role of the chair will be as a process agent,ArialMT,9.960000038146973,23.0374755859375,104,19,0,0,0,0,0,0.6146529997238005,33,11,Paragraph
"working with the selected consultant(s), OLA, and the Steering Committee to prepare the business",ArialMT,9.960000038146973,11.523712158203123,96,14,0,0,0,0,0,0.6292031413376934,34,11,Paragraph
plan. The chair must be able to devote 5-8 days per month on activities related to the preparation of,ArialMT,9.960000038146973,11.523681640625,101,19,0,0,0,0,0,0.6437532444192906,35,11,Paragraph
"the business plan, and communications to stakeholders, funders, and government.",ArialMT,9.960000038146973,11.523773193359377,79,10,0,1,0,0,0,0.6583034630977747,36,11,Paragraph
7. Meetings,Arial-BoldMT,9.960000038146973,22.84820556640625,11,2,1,0,0,1,1,0.6871522074998028,37,11,Paragraph
It is expected that in person meetings are held once per month and the majority of business will be,ArialMT,9.960000038146973,23.10723876953125,99,19,0,0,0,0,0,0.7163280140269886,38,11,Paragraph
"conducted by e-mail, and teleconference.",ArialMT,9.960000038146973,11.523681640625,40,5,0,1,0,0,0,0.7308781171085859,39,11,Paragraph
8. Lines of Accountability and Communication,Arial-BoldMT,9.960000038146973,22.84820556640625,44,6,1,0,0,0,1,0.759726861510614,40,11,Paragraph
"8.1 The Steering Committee is accountable to the Province of Ontario, and to its business plan",ArialMT,9.960000038146973,23.10723876953125,94,16,0,0,0,0,1,0.7889026680377998,41,11,Paragraph
funders.,ArialMT,9.960000038146973,11.523681640625,8,1,0,1,0,0,0,0.8034527711193971,42,11,Paragraph
8.2 The role of the Ontario Library Association is to assume responsibility for  funds contributed by the,ArialMT,9.960000038146973,23.0374755859375,105,17,0,0,0,0,1,0.8325404928188131,43,11,Paragraph
"ODL funders to finance the business plan, to hold the funds in a separate account, and",ArialMT,9.960000038146973,11.4041748046875,86,16,0,0,0,0,0,0.8469397034307923,44,11,Paragraph
disperse them for purposes as  directed by the Steering Committee. OLA will provide,ArialMT,9.960000038146973,11.5238037109375,83,13,0,0,0,0,0,0.861489960641572,45,11,Paragraph
financial reports to the Steering Committee as requested and shall comply with all,ArialMT,9.960000038146973,11.523681640625,82,13,0,0,0,0,0,0.8760400637231692,46,11,Paragraph
government reporting regulations for funds received.,ArialMT,9.960000038146973,11.523681640625,52,6,0,1,0,0,0,0.8905901668047664,47,11,Paragraph
RFP: To Develop the Ontario Digital Library Business Plan,Arial-BoldItalicMT,7.559999942779541,27.42071533203125,57,9,1,0,0,0,0,0.9252122821229876,48,11,Paragraph
March 2003,Arial-BoldItalicMT,7.559999942779541,0.0,10,2,1,0,0,1,0,0.9252122821229876,49,11,Paragraph
12,Arial-BlackItalic,9.0,-1.51824951171875,2,1,0,0,0,0,1,0.923295300416272,50,11,Paragraph
12,Arial-BlackItalic,9.0,0.2430419921875,2,1,0,0,0,0,1,0.9236021716185292,51,11,Paragraph
12,Arial-BlackItalic,9.0,0.0,2,1,0,0,0,0,1,0.9236021716185292,52,11,Paragraph
12,Arial-BlackItalic,9.0,-0.2430419921875,2,1,0,0,0,0,1,0.923295300416272,53,11,Paragraph
8.3 The Steering Committee is accountable to its constituent groups and other stakeholders for,ArialMT,9.960000038146973,0.0,94,14,0,0,0,0,1,0.1036321081296362,0,12,Paragraph
ongoing communications and consultation on issues and progress.  The Steering committee,ArialMT,9.960000038146973,11.52374267578125,87,11,0,0,0,0,0,0.1181822882758246,1,12,Paragraph
is responsible for strong liaison with government particularly the Chief Information Officer,ArialMT,9.960000038146973,11.4041748046875,92,12,0,0,0,0,0,0.1325814988878038,2,12,Paragraph
"Community Services Cluster, ADM’s and Deputy Ministers.",ArialMT,9.960000038146973,11.52374267578125,55,7,0,1,0,0,0,0.1471316790339922,3,12,Paragraph
9. Financial and Administrative Policies,Arial-BoldMT,9.960000038146973,22.9677734375,40,5,1,0,0,0,1,0.1761313929702296,4,12,Paragraph
9.1 Service on the Steering Committee is non-remunerative,ArialMT,9.960000038146973,23.107177734375,57,8,0,0,0,0,1,0.2053071224328243,5,12,Paragraph
9.2 Travel and meeting expenses for Steering Committee members are reimbursed according to the,ArialMT,9.960000038146973,11.4041748046875,94,14,0,0,0,0,1,0.2197063330448035,6,12,Paragraph
policies of the Ontario Library Association,ArialMT,9.960000038146973,11.52374267578125,43,6,0,0,0,0,0,0.2342565131909919,7,12,Paragraph
9.3 Conflict of Interest:,ArialMT,9.960000038146973,11.52374267578125,25,4,0,1,0,0,1,0.2488066933371804,8,12,Paragraph
The ODL Steering Committee will function according to standard conflict of interest guidelines,ArialMT,9.960000038146973,11.52374267578125,94,13,0,0,0,0,0,0.2633568734833688,9,12,Paragraph
"ensuring that members,  their immediate family members, or their places of employment, will",ArialMT,9.960000038146973,11.523681640625,91,13,0,0,0,0,0,0.277906976564966,10,12,Paragraph
not benefit financially from the decisions  the Steering Committee might make. As a first,ArialMT,9.960000038146973,11.52374267578125,89,14,0,0,0,0,0,0.2924571567111545,11,12,Paragraph
"order of business, the Steering Committee will be expected to adopt a conflict of interest policy",ArialMT,9.960000038146973,11.4041748046875,97,16,0,0,0,0,0,0.3068563673231337,12,12,Paragraph
statement and procedural guidelines that will govern its work.,ArialMT,9.960000038146973,11.52374267578125,62,9,0,1,0,0,0,0.3214065474693221,13,12,Paragraph
RFP: To Develop the Ontario Digital Library Business Plan,Arial-BoldItalicMT,7.559999942779541,478.2141418457031,57,9,1,0,0,0,0,0.9252122821229876,14,12,Paragraph
March 2003,Arial-BoldItalicMT,7.559999942779541,0.0,10,2,1,0,0,1,0,0.9252122821229876,15,12,Paragraph
13,Arial-BlackItalic,9.0,-1.51824951171875,2,1,0,0,0,0,1,0.923295300416272,16,12,Paragraph
13,Arial-BlackItalic,9.0,0.2430419921875,2,1,0,0,0,0,1,0.9236021716185292,17,12,Paragraph
13,Arial-BlackItalic,9.0,0.0,2,1,0,0,0,0,1,0.9236021716185292,18,12,Paragraph
13,Arial-BlackItalic,9.0,-0.2430419921875,2,1,0,0,0,0,1,0.923295300416272,19,12,Paragraph
Appendix C:,Arial-Black,12.0,0.0,11,2,0,1,0,1,0,0.1171969307793511,0,13,Paragraph
ODL’s Envisioned Electronic Resources,Arial-Black,12.0,0.0,37,4,0,0,0,0,0,0.1171969307793511,1,13,Paragraph
The purpose of the ODL is to provide equal access to information for all Ontario citizens through,ArialMT,9.960000038146973,42.39270782470703,97,17,0,0,0,0,0,0.1707230770226681,2,13,Paragraph
collaboration and resource sharing. ODL will be a portal - capable of customization as,ArialMT,9.960000038146973,11.52374267578125,86,14,0,0,0,0,0,0.1852732571688565,3,13,Paragraph
"a home page for local libraries - to organized, comprehensive, authoritative and validated",ArialMT,9.960000038146973,11.52374267578125,90,13,0,0,0,0,0,0.1998234373150449,4,13,Paragraph
e-information resources to meet the needs of all Ontario citizens at all stages and in all aspects,ArialMT,9.960000038146973,11.4041748046875,98,17,0,0,0,0,0,0.2142226479270241,5,13,Paragraph
"of their education, life and work. Some examples:",ArialMT,9.960000038146973,11.52374267578125,49,8,0,1,0,0,0,0.2287728280732126,6,13,Paragraph
1. Reference Resources,ArialMT,9.960000038146973,23.0374755859375,22,3,0,0,0,1,1,0.2578605497726286,7,13,Paragraph
"- directories: companies, associations, organizations, governments, educational institutions,",ArialMT,9.960000038146973,23.0374755859375,93,8,0,0,0,0,0,0.2869482714720446,8,13,Paragraph
etc. etc.,ArialMT,9.960000038146973,11.4041748046875,9,2,0,1,0,0,0,0.3013474820840238,9,13,Paragraph
"- almanacs, country information",ArialMT,9.960000038146973,11.52374267578125,31,4,0,0,0,0,0,0.3158976622302122,10,13,Paragraph
"- dictionaries, thesauri, encyclopedias",ArialMT,9.960000038146973,11.52374267578125,39,4,0,0,0,0,0,0.3304478423764007,11,13,Paragraph
-consumer information,ArialMT,9.960000038146973,11.523712158203123,21,2,0,0,0,0,0,0.3449979839902936,12,13,Paragraph
"- phone books,",ArialMT,9.960000038146973,11.523712158203123,14,3,0,0,0,0,0,0.3595481256041864,13,13,Paragraph
"- travel guides, entertainment guides",ArialMT,9.960000038146973,11.404205322265623,37,5,0,0,0,0,0,0.3739473747484612,14,13,Paragraph
- weather information,ArialMT,9.960000038146973,11.523712158203123,21,3,0,0,0,0,0,0.388497516362354,15,13,Paragraph
- media/newspapers,ArialMT,9.960000038146973,11.523712158203123,18,2,0,0,0,0,0,0.4030476579762468,16,13,Paragraph
"- leisure time, recreational activity guides",ArialMT,9.960000038146973,11.523712158203123,44,6,0,0,0,0,0,0.4175977995901396,17,13,Paragraph
- indexing and abstracting services,ArialMT,9.960000038146973,11.523712158203123,35,5,0,0,0,0,0,0.4321479412040325,18,13,Paragraph
"- currency converters,",ArialMT,9.960000038146973,11.523712158203123,22,3,0,0,0,0,0,0.4466980828179253,19,13,Paragraph
- virtual reference services,ArialMT,9.960000038146973,11.404205322265623,28,4,0,0,0,0,0,0.4610973319622001,20,13,Paragraph
-vocational/career information,ArialMT,9.960000038146973,11.523712158203123,30,2,0,0,0,0,0,0.4756474735760929,21,13,Paragraph
-internet search engines,ArialMT,9.960000038146973,11.523712158203123,24,3,0,0,0,0,0,0.4901976151899858,22,13,Paragraph
-current awareness services,ArialMT,9.960000038146973,11.523712158203123,27,3,0,0,0,0,0,0.5047477568038786,23,13,Paragraph
2. Subject Guides,ArialMT,9.960000038146973,23.0374755859375,17,3,0,0,0,1,1,0.5338354785032947,24,13,Paragraph
-arts and humanities,ArialMT,9.960000038146973,22.91796875,20,3,0,0,0,0,0,0.5627723077330926,25,13,Paragraph
- business and economics,ArialMT,9.960000038146973,11.523712158203123,24,4,0,0,0,0,0,0.5773224493469855,26,13,Paragraph
- education,ArialMT,9.960000038146973,11.52374267578125,11,2,0,0,0,0,0,0.5918726294931739,27,13,Paragraph
-recreation and sports,ArialMT,9.960000038146973,11.523712158203123,22,3,0,0,0,0,0,0.6064227711070668,28,13,Paragraph
"-entertainment - games, activities for kids",ArialMT,9.960000038146973,11.404205322265623,43,6,0,0,0,0,0,0.6208220202513416,29,13,Paragraph
-health information,ArialMT,9.960000038146973,11.523773193359377,19,2,0,0,0,0,0,0.6353722389298256,30,13,Paragraph
-science and technology,ArialMT,9.960000038146973,11.523712158203123,23,3,0,0,0,0,0,0.6499223805437184,31,13,Paragraph
-social sciences,ArialMT,9.960000038146973,11.523681640625,16,2,0,0,0,0,0,0.6644724836253156,32,13,Paragraph
-society and culture,ArialMT,9.960000038146973,11.523681640625,20,3,0,0,0,0,0,0.6790225867069128,33,13,Paragraph
3. Educational tool-kits,ArialMT,9.960000038146973,22.91796875,24,3,0,0,0,0,1,0.7079594159367109,34,13,Paragraph
"-guides to information gathering methodologies, information literacy",ArialMT,9.960000038146973,23.0374755859375,68,7,0,0,0,0,0,0.737047137636127,35,13,Paragraph
-study guides,ArialMT,9.960000038146973,11.523681640625,13,2,0,0,0,0,0,0.7515972407177242,36,13,Paragraph
-study skill development,ArialMT,9.960000038146973,11.5238037109375,24,3,0,0,0,0,0,0.7661474979285038,37,13,Paragraph
-web-based curricula,ArialMT,9.960000038146973,11.523681640625,20,2,0,0,0,0,0,0.780697601010101,38,13,Paragraph
-internet search guides,ArialMT,9.960000038146973,11.404296875,23,3,0,0,0,0,0,0.7950969657512627,39,13,Paragraph
"4. Journals, books, maps, music etc.",ArialMT,9.960000038146973,23.0374755859375,36,6,0,1,0,0,1,0.8241846874506786,40,13,Paragraph
RFP: To Develop the Ontario Digital Library Business Plan,Arial-BoldItalicMT,7.559999942779541,80.01385498046875,57,9,1,0,0,0,0,0.9252122821229876,41,13,Paragraph
March 2003,Arial-BoldItalicMT,7.559999942779541,0.0,10,2,1,0,0,1,0,0.9252122821229876,42,13,Paragraph
14,Arial-BlackItalic,9.0,-1.51824951171875,2,1,0,0,0,0,1,0.923295300416272,43,13,Paragraph
14,Arial-BlackItalic,9.0,0.2430419921875,2,1,0,0,0,0,1,0.9236021716185292,44,13,Paragraph
14,Arial-BlackItalic,9.0,0.0,2,1,0,0,0,0,1,0.9236021716185292,45,13,Paragraph
14,Arial-BlackItalic,9.0,-0.2430419921875,2,1,0,0,0,0,1,0.923295300416272,46,13,Paragraph
